EID,PROCOUNT,BS_PROCOUNT,WS_PROCOUNT,BS_RATE
88881,1,1,0,1.0
89055,1,0,1,0.0
89065,1,1,0,1.0
89067,1,1,0,1.0
89087,1,1,0,1.0
89236,1,0,1,0.0
89641,1,1,0,1.0
89820,4,4,0,1.0
89848,42,37,5,0.8809523809523809
89956,9,8,1,0.8888888888888888
89967,4,4,0,1.0
90105,1,1,0,1.0
90155,1,1,0,1.0
90221,2,2,0,1.0
90266,1,1,0,1.0
90395,1,0,1,0.0
90518,1,1,0,1.0
90668,4,4,0,1.0
90699,3,2,1,0.6666666666666666
90762,6,3,3,0.5
90817,3,3,0,1.0
90913,2,2,0,1.0
90979,1,1,0,1.0
91349,1,0,1,0.0
91479,1,0,1,0.0
91640,11,1,10,0.09090909090909091
91641,2,2,0,1.0
91732,9,9,0,1.0
91806,8,5,3,0.625
91858,2,2,0,1.0
91915,1,1,0,1.0
92208,7,2,5,0.2857142857142857
92306,1,1,0,1.0
92527,1,1,0,1.0
92579,1,1,0,1.0
92865,1,1,0,1.0
92896,1,1,0,1.0
92988,3,2,1,0.6666666666666666
93138,1,1,0,1.0
93150,1,1,0,1.0
93232,5,4,1,0.8
93314,8,5,3,0.625
93594,2,2,0,1.0
93685,1,1,0,1.0
93761,3,3,0,1.0
93854,1,1,0,1.0
93921,3,1,2,0.3333333333333333
93954,1,1,0,1.0
94213,1,1,0,1.0
94262,3,3,0,1.0
94463,1,0,1,0.0
94512,4,1,3,0.25
94693,1,1,0,1.0
94753,1,1,0,1.0
94758,2,1,1,0.5
94899,1,0,1,0.0
94966,1,1,0,1.0
95101,445,444,1,0.9977528089887641
95184,4,4,0,1.0
95373,5,5,0,1.0
95446,1,1,0,1.0
95493,1,1,0,1.0
95587,7,6,1,0.8571428571428571
95652,1,1,0,1.0
96004,1,0,1,0.0
96247,1,1,0,1.0
96327,1,1,0,1.0
96714,5,5,0,1.0
96775,1,1,0,1.0
96812,1,1,0,1.0
96864,1,0,1,0.0
97028,2,0,2,0.0
97117,6,2,4,0.3333333333333333
97480,4,4,0,1.0
97546,23,19,4,0.8260869565217391
97586,1,1,0,1.0
97660,42,42,0,1.0
97664,3,0,3,0.0
97780,1,0,1,0.0
97788,7,7,0,1.0
97851,3,3,0,1.0
97857,1,1,0,1.0
98034,1,0,1,0.0
98359,9,0,9,0.0
98372,2,2,0,1.0
98506,1,1,0,1.0
98508,1,0,1,0.0
98597,1,0,1,0.0
98847,1,1,0,1.0
98950,2,2,0,1.0
99075,2,2,0,1.0
99271,1,1,0,1.0
99295,1,1,0,1.0
99436,1,1,0,1.0
99461,1,1,0,1.0
99624,34,27,7,0.7941176470588235
99875,6,0,6,0.0
99945,1,0,1,0.0
99957,1,0,1,0.0
100114,16,8,8,0.5
100215,2,2,0,1.0
100226,1,0,1,0.0
100616,15,15,0,1.0
100660,1,0,1,0.0
100891,3,3,0,1.0
101224,2,0,2,0.0
101279,1,1,0,1.0
101411,1,1,0,1.0
101458,10,10,0,1.0
101464,1,1,0,1.0
101516,1,0,1,0.0
101605,3,3,0,1.0
101811,1,1,0,1.0
102076,17,17,0,1.0
102353,14,2,12,0.14285714285714285
102532,2,0,2,0.0
102623,1,1,0,1.0
102629,1,1,0,1.0
102770,1,1,0,1.0
102881,1,0,1,0.0
102922,1,1,0,1.0
103060,1,0,1,0.0
103071,2,2,0,1.0
103700,2,2,0,1.0
103920,2,0,2,0.0
104112,36,3,33,0.08333333333333333
104135,1,1,0,1.0
104211,3,3,0,1.0
104267,1,1,0,1.0
104301,2,0,2,0.0
104538,1,1,0,1.0
104701,12,0,12,0.0
104830,1,0,1,0.0
104935,5,5,0,1.0
105072,6,6,0,1.0
105252,1,0,1,0.0
105383,67,31,36,0.4626865671641791
105757,2,2,0,1.0
105779,2,0,2,0.0
105829,1,1,0,1.0
105866,1,1,0,1.0
105893,25,25,0,1.0
105998,2,0,2,0.0
106237,2,0,2,0.0
106374,1,1,0,1.0
106436,3,3,0,1.0
106440,13,6,7,0.46153846153846156
106545,1,0,1,0.0
106878,4,1,3,0.25
107193,3,3,0,1.0
107486,5,5,0,1.0
107580,2,0,2,0.0
107604,1,1,0,1.0
107978,4,4,0,1.0
108172,1,1,0,1.0
108214,3,0,3,0.0
108335,8,5,3,0.625
108525,3,0,3,0.0
108544,1,1,0,1.0
108720,11,11,0,1.0
108756,1,1,0,1.0
109137,1,1,0,1.0
109164,3,0,3,0.0
109256,1,0,1,0.0
109291,28,14,14,0.5
109350,1,1,0,1.0
109610,1,1,0,1.0
109716,3,0,3,0.0
109834,1,0,1,0.0
109862,6,2,4,0.3333333333333333
109924,2,0,2,0.0
110059,1,1,0,1.0
110308,2,0,2,0.0
110425,1,0,1,0.0
110544,20,0,20,0.0
110601,8,8,0,1.0
110638,1,1,0,1.0
110696,3,3,0,1.0
110772,83,29,54,0.3493975903614458
110835,1,1,0,1.0
110863,1,1,0,1.0
111064,33,31,2,0.9393939393939394
111303,1,0,1,0.0
111344,1,1,0,1.0
111374,29,23,6,0.7931034482758621
111625,32,31,1,0.96875
111758,1,0,1,0.0
111848,1,1,0,1.0
111885,3,3,0,1.0
112039,2,0,2,0.0
112042,2,2,0,1.0
112136,1,0,1,0.0
112182,2,0,2,0.0
112204,2,2,0,1.0
112292,1,1,0,1.0
112430,4,2,2,0.5
112439,4,3,1,0.75
112562,1,0,1,0.0
112615,5,5,0,1.0
112632,1,1,0,1.0
112679,1,1,0,1.0
112948,3,3,0,1.0
112986,2,2,0,1.0
112992,9,4,5,0.4444444444444444
113017,2,0,2,0.0
113088,2,2,0,1.0
113188,1,1,0,1.0
113301,1,1,0,1.0
113482,1,0,1,0.0
113526,4,0,4,0.0
113542,11,11,0,1.0
113569,1,1,0,1.0
113592,1,1,0,1.0
113635,7,0,7,0.0
113888,3,3,0,1.0
113917,1,1,0,1.0
113952,1,1,0,1.0
114133,1,1,0,1.0
114213,22,18,4,0.8181818181818182
114382,1,1,0,1.0
114462,1,1,0,1.0
114500,1,1,0,1.0
114580,1,1,0,1.0
114593,2,0,2,0.0
114662,4,1,3,0.25
114779,1,1,0,1.0
114797,16,1,15,0.0625
114802,7,7,0,1.0
114911,1,1,0,1.0
114972,1,1,0,1.0
115004,2,2,0,1.0
115495,1,0,1,0.0
115646,2,0,2,0.0
115662,2,2,0,1.0
115989,1,1,0,1.0
116552,1,0,1,0.0
116784,1,0,1,0.0
116797,8,0,8,0.0
116819,1,1,0,1.0
116926,2,0,2,0.0
116965,1,1,0,1.0
117059,5,4,1,0.8
117062,1,1,0,1.0
117250,3,0,3,0.0
117374,3,2,1,0.6666666666666666
117505,1,1,0,1.0
117631,1,1,0,1.0
117675,1,1,0,1.0
117737,1,0,1,0.0
117898,7,0,7,0.0
117903,1,0,1,0.0
117929,1,1,0,1.0
117966,1,1,0,1.0
117978,1,0,1,0.0
117999,1,0,1,0.0
118001,1,1,0,1.0
118136,1,0,1,0.0
118262,1,1,0,1.0
118315,1,0,1,0.0
118781,3,1,2,0.3333333333333333
118830,1,1,0,1.0
118854,2,0,2,0.0
118863,5,1,4,0.2
118959,43,42,1,0.9767441860465116
118999,6,6,0,1.0
119033,1,1,0,1.0
119131,1,1,0,1.0
119172,69,66,3,0.9565217391304348
119285,2,2,0,1.0
119367,4,4,0,1.0
119704,2,2,0,1.0
119739,1,1,0,1.0
119869,14,8,6,0.5714285714285714
119891,2,2,0,1.0
120025,1,1,0,1.0
120075,1,1,0,1.0
120195,1,1,0,1.0
120268,1,1,0,1.0
120344,1,1,0,1.0
120449,1,1,0,1.0
120486,1,0,1,0.0
120764,2,2,0,1.0
120848,4,4,0,1.0
121004,1,1,0,1.0
121100,1,0,1,0.0
121301,3,3,0,1.0
121309,2,2,0,1.0
121387,2,0,2,0.0
121706,2,2,0,1.0
121815,1,1,0,1.0
121831,23,16,7,0.6956521739130435
121846,10,0,10,0.0
121866,15,3,12,0.2
121957,1,1,0,1.0
122031,1,0,1,0.0
122075,2,2,0,1.0
122387,115,15,100,0.13043478260869565
122399,6,6,0,1.0
122481,1,1,0,1.0
122532,2,0,2,0.0
122698,16,16,0,1.0
122731,19,18,1,0.9473684210526315
122876,38,7,31,0.18421052631578946
122976,2,2,0,1.0
122983,2,2,0,1.0
123075,327,324,3,0.9908256880733946
123440,1,1,0,1.0
123490,1,0,1,0.0
123501,1,1,0,1.0
123699,3,1,2,0.3333333333333333
123724,1,1,0,1.0
123786,13,13,0,1.0
123794,4,4,0,1.0
123811,34,4,30,0.11764705882352941
124069,63,63,0,1.0
124111,1,0,1,0.0
124130,1,1,0,1.0
124135,1,1,0,1.0
124239,8,7,1,0.875
124351,5,0,5,0.0
124466,1,0,1,0.0
124670,16,16,0,1.0
124800,1,1,0,1.0
125027,1,1,0,1.0
125059,3,3,0,1.0
125102,1,0,1,0.0
125129,1,0,1,0.0
125158,1,1,0,1.0
125170,1,1,0,1.0
125224,1,0,1,0.0
125243,3,3,0,1.0
125285,18,2,16,0.1111111111111111
125511,31,31,0,1.0
125528,1,0,1,0.0
125829,2,1,1,0.5
126034,73,73,0,1.0
126120,1,1,0,1.0
126236,5,5,0,1.0
126308,3,0,3,0.0
126328,1,0,1,0.0
126357,1,1,0,1.0
126427,1,1,0,1.0
126619,1,0,1,0.0
126707,1,1,0,1.0
126847,5,5,0,1.0
127001,2,2,0,1.0
127085,8,8,0,1.0
127106,1,1,0,1.0
127157,1,1,0,1.0
127235,1,0,1,0.0
127308,11,11,0,1.0
127380,10,10,0,1.0
127523,4,0,4,0.0
127695,1,1,0,1.0
127739,21,10,11,0.47619047619047616
127959,3,1,2,0.3333333333333333
128314,28,5,23,0.17857142857142858
128363,7,0,7,0.0
128383,1,1,0,1.0
128488,11,3,8,0.2727272727272727
128556,1,0,1,0.0
128704,3,3,0,1.0
128712,1,1,0,1.0
128869,2,0,2,0.0
128953,1,1,0,1.0
129042,3,0,3,0.0
129199,1,0,1,0.0
129308,1,1,0,1.0
129311,3,1,2,0.3333333333333333
129356,3,0,3,0.0
129369,1,1,0,1.0
129393,6,2,4,0.3333333333333333
129673,1,1,0,1.0
129688,1,0,1,0.0
129778,1,1,0,1.0
129812,3,0,3,0.0
129961,5,5,0,1.0
129979,1,1,0,1.0
130130,2,0,2,0.0
130160,5,0,5,0.0
130260,1,1,0,1.0
130356,1,0,1,0.0
130488,8,7,1,0.875
130616,3,1,2,0.3333333333333333
130653,1,1,0,1.0
130889,2,2,0,1.0
130896,1,0,1,0.0
130906,2,2,0,1.0
130989,1,0,1,0.0
131168,62,14,48,0.22580645161290322
131286,2,2,0,1.0
131372,45,44,1,0.9777777777777777
131421,3,0,3,0.0
131449,2,0,2,0.0
131465,1,0,1,0.0
131576,5,5,0,1.0
131588,1,1,0,1.0
131669,3,0,3,0.0
131779,1,1,0,1.0
132012,1,1,0,1.0
132126,1,1,0,1.0
132145,1,0,1,0.0
132157,5,4,1,0.8
132252,1,0,1,0.0
132411,1,1,0,1.0
132658,360,91,269,0.25277777777777777
133014,1,1,0,1.0
133059,1,1,0,1.0
133152,9,7,2,0.7777777777777778
133155,2,1,1,0.5
133176,1,1,0,1.0
133195,1,1,0,1.0
133333,6,0,6,0.0
133382,1,1,0,1.0
133483,1,1,0,1.0
133662,1,0,1,0.0
133709,17,17,0,1.0
133906,1,1,0,1.0
134085,10,9,1,0.9
134102,4,0,4,0.0
134199,1,1,0,1.0
134298,1,1,0,1.0
134442,2,0,2,0.0
134659,1,1,0,1.0
134737,1,1,0,1.0
134766,10,0,10,0.0
134853,2,0,2,0.0
134857,8,0,8,0.0
134947,5,5,0,1.0
135008,1,0,1,0.0
135105,2,0,2,0.0
135125,3,3,0,1.0
135170,1,1,0,1.0
135338,91,64,27,0.7032967032967034
135365,1,1,0,1.0
135378,1,1,0,1.0
135490,3,3,0,1.0
135869,3,2,1,0.6666666666666666
135879,1,1,0,1.0
136117,1,1,0,1.0
136186,2,2,0,1.0
136188,1,1,0,1.0
136236,1,0,1,0.0
136248,2,0,2,0.0
136259,2,0,2,0.0
136319,1,1,0,1.0
136670,1,1,0,1.0
136798,3,0,3,0.0
136813,2,2,0,1.0
136954,1,0,1,0.0
137150,3,3,0,1.0
137194,8,8,0,1.0
137250,2,2,0,1.0
137359,5,2,3,0.4
137395,1,1,0,1.0
137546,3,3,0,1.0
137603,157,109,48,0.6942675159235668
137701,1,1,0,1.0
137728,1,1,0,1.0
137805,2,1,1,0.5
137960,2,0,2,0.0
138061,1,0,1,0.0
138368,3,3,0,1.0
138389,2,2,0,1.0
138509,5,5,0,1.0
138598,1,0,1,0.0
138638,5,2,3,0.4
138844,8,8,0,1.0
138901,1,1,0,1.0
139008,2,0,2,0.0
139031,39,38,1,0.9743589743589743
139275,5,1,4,0.2
139326,4,4,0,1.0
139382,1,1,0,1.0
139458,4,1,3,0.25
139500,2,2,0,1.0
139596,6,1,5,0.16666666666666666
139678,4,4,0,1.0
139735,2,2,0,1.0
140086,3,3,0,1.0
140190,2,2,0,1.0
140245,8,8,0,1.0
140515,1,1,0,1.0
140516,1,1,0,1.0
140940,1,1,0,1.0
140980,2,2,0,1.0
141215,2,2,0,1.0
141220,8,8,0,1.0
141357,1,1,0,1.0
141473,1,1,0,1.0
141522,8,3,5,0.375
141589,15,15,0,1.0
141779,6,0,6,0.0
141889,1,1,0,1.0
142209,13,13,0,1.0
142287,1,1,0,1.0
142348,1,1,0,1.0
142895,1,0,1,0.0
142910,3,0,3,0.0
142947,2,2,0,1.0
143019,1,0,1,0.0
143077,1,1,0,1.0
143161,3,3,0,1.0
143322,2,2,0,1.0
143345,2,2,0,1.0
143375,1,0,1,0.0
143386,1,1,0,1.0
143572,3,3,0,1.0
143668,4,4,0,1.0
143695,1,1,0,1.0
143727,1,0,1,0.0
143899,2,2,0,1.0
143994,5,5,0,1.0
144262,3,0,3,0.0
144365,1,0,1,0.0
144439,11,11,0,1.0
144493,4,0,4,0.0
144608,1,1,0,1.0
144775,1,1,0,1.0
144877,4,2,2,0.5
144958,2,2,0,1.0
145271,1,0,1,0.0
145355,3,2,1,0.6666666666666666
145433,2,2,0,1.0
145485,1,0,1,0.0
145490,1,1,0,1.0
145650,1,1,0,1.0
145738,1,1,0,1.0
145826,5,5,0,1.0
145881,1,1,0,1.0
145994,1,0,1,0.0
146195,1,1,0,1.0
146268,1,0,1,0.0
146420,1,0,1,0.0
146453,24,8,16,0.3333333333333333
146454,2,1,1,0.5
146460,1,0,1,0.0
146465,1,0,1,0.0
146568,3,3,0,1.0
146678,3,0,3,0.0
146725,1,0,1,0.0
146833,1,1,0,1.0
146993,1,0,1,0.0
147078,4,4,0,1.0
147193,3,2,1,0.6666666666666666
147274,1,0,1,0.0
147516,12,5,7,0.4166666666666667
147564,6,4,2,0.6666666666666666
147867,1,1,0,1.0
147886,3,3,0,1.0
147910,1,1,0,1.0
148098,11,10,1,0.9090909090909091
148099,1,0,1,0.0
148244,1,0,1,0.0
148454,1,0,1,0.0
148461,1,1,0,1.0
148772,23,3,20,0.13043478260869565
148831,2,0,2,0.0
148846,1,1,0,1.0
148857,1,1,0,1.0
148911,1,1,0,1.0
148923,1,0,1,0.0
149025,1,1,0,1.0
149103,1,1,0,1.0
149249,2,2,0,1.0
149324,1,1,0,1.0
149346,1,1,0,1.0
149361,1,1,0,1.0
149369,1,0,1,0.0
149751,1,1,0,1.0
149766,8,8,0,1.0
149867,1,1,0,1.0
149883,1,1,0,1.0
149943,1,0,1,0.0
150007,1,0,1,0.0
150046,19,8,11,0.42105263157894735
150065,1,1,0,1.0
150126,1,1,0,1.0
150290,1,0,1,0.0
150565,1,1,0,1.0
150616,7,1,6,0.14285714285714285
150659,1,1,0,1.0
150702,41,5,36,0.12195121951219512
150718,1,1,0,1.0
150719,5,0,5,0.0
150808,1,0,1,0.0
150834,1,1,0,1.0
150857,2,2,0,1.0
150863,4,4,0,1.0
150890,2,2,0,1.0
150903,5,0,5,0.0
151027,2,2,0,1.0
151101,5,1,4,0.2
151343,2,1,1,0.5
151399,1,1,0,1.0
151495,1,1,0,1.0
151660,1,0,1,0.0
151680,1,0,1,0.0
151728,10,10,0,1.0
151774,4,0,4,0.0
151860,1,1,0,1.0
151870,1,1,0,1.0
151880,99,96,3,0.9696969696969697
152088,2,2,0,1.0
152114,2,1,1,0.5
152145,11,6,5,0.5454545454545454
152226,1,1,0,1.0
152240,1,1,0,1.0
153123,2,0,2,0.0
153617,7,7,0,1.0
153938,8,2,6,0.25
153989,9,5,4,0.5555555555555556
154017,10,4,6,0.4
154053,9,0,9,0.0
154224,2,2,0,1.0
154243,1,1,0,1.0
154335,1,1,0,1.0
154448,1,1,0,1.0
154483,28,11,17,0.39285714285714285
154561,1,0,1,0.0
154760,11,1,10,0.09090909090909091
154793,2,2,0,1.0
154809,1,1,0,1.0
154810,1,1,0,1.0
154860,2,2,0,1.0
154894,1,1,0,1.0
155060,1,1,0,1.0
155068,13,3,10,0.23076923076923078
155069,1,1,0,1.0
155139,8,8,0,1.0
155172,4,4,0,1.0
155175,1,1,0,1.0
155281,1,0,1,0.0
155288,2,0,2,0.0
155340,1,1,0,1.0
155435,1,1,0,1.0
155528,4,4,0,1.0
155561,1,0,1,0.0
155634,1,0,1,0.0
155835,5,5,0,1.0
155851,1,0,1,0.0
155966,1,1,0,1.0
156077,4,0,4,0.0
156221,6,5,1,0.8333333333333334
156261,1,1,0,1.0
156280,1,1,0,1.0
156285,4,1,3,0.25
156320,1,1,0,1.0
156397,4,4,0,1.0
156456,3,0,3,0.0
156595,4,3,1,0.75
156659,1,1,0,1.0
156695,1,1,0,1.0
156707,1,1,0,1.0
156806,2,2,0,1.0
156822,6,6,0,1.0
156997,1,1,0,1.0
157185,1,0,1,0.0
157345,5,5,0,1.0
157680,1,1,0,1.0
157684,6,6,0,1.0
157788,115,6,109,0.05217391304347826
157858,5,5,0,1.0
157865,2,0,2,0.0
157920,5,3,2,0.6
157962,1,0,1,0.0
158028,13,6,7,0.46153846153846156
158050,1,0,1,0.0
158186,1,1,0,1.0
158214,2,2,0,1.0
158360,1,1,0,1.0
158365,2,2,0,1.0
158393,3,3,0,1.0
158564,1,0,1,0.0
158717,3,3,0,1.0
158761,4,4,0,1.0
159275,3,3,0,1.0
159296,3,1,2,0.3333333333333333
159376,7,7,0,1.0
159392,5,3,2,0.6
159411,1,0,1,0.0
159445,30,9,21,0.3
159475,3,3,0,1.0
159758,4,4,0,1.0
160009,1,0,1,0.0
160038,2,0,2,0.0
160056,53,53,0,1.0
160347,1,0,1,0.0
160642,1,1,0,1.0
160655,1,1,0,1.0
160725,2,2,0,1.0
160749,16,2,14,0.125
160914,1,0,1,0.0
161125,2,2,0,1.0
161266,2,0,2,0.0
161319,1,0,1,0.0
161386,1,1,0,1.0
161442,1,1,0,1.0
161773,2,1,1,0.5
162111,2,2,0,1.0
162175,1,0,1,0.0
162272,1,0,1,0.0
162300,5,1,4,0.2
162380,3,3,0,1.0
162435,3,3,0,1.0
162501,1,1,0,1.0
162693,5,1,4,0.2
162736,1,1,0,1.0
162856,1,0,1,0.0
162891,13,0,13,0.0
162912,1,1,0,1.0
162914,2,1,1,0.5
162975,2,2,0,1.0
163091,2,2,0,1.0
163108,1,0,1,0.0
163120,3,1,2,0.3333333333333333
163123,1,0,1,0.0
163148,1,0,1,0.0
163172,9,3,6,0.3333333333333333
163173,2,0,2,0.0
163381,1,1,0,1.0
163434,1,1,0,1.0
163475,6,5,1,0.8333333333333334
163640,4,3,1,0.75
163674,4,1,3,0.25
163681,2,2,0,1.0
163794,5,5,0,1.0
164237,4,2,2,0.5
164416,1,1,0,1.0
164480,1,0,1,0.0
164678,21,21,0,1.0
164747,1,1,0,1.0
164767,2,0,2,0.0
164894,1,0,1,0.0
164896,1,1,0,1.0
164942,18,18,0,1.0
165024,1,1,0,1.0
165049,2,2,0,1.0
165083,13,0,13,0.0
165145,1,1,0,1.0
165215,6,2,4,0.3333333333333333
165249,3,3,0,1.0
165369,7,6,1,0.8571428571428571
165373,1,1,0,1.0
165400,3,3,0,1.0
165485,2,0,2,0.0
165591,5,5,0,1.0
165975,2,0,2,0.0
166007,2,0,2,0.0
166250,1,1,0,1.0
166381,4,3,1,0.75
166519,3,0,3,0.0
166668,1,1,0,1.0
166770,1,1,0,1.0
167014,10,10,0,1.0
167121,1,0,1,0.0
167292,4,3,1,0.75
167300,2,1,1,0.5
167324,11,0,11,0.0
167327,4,4,0,1.0
167511,5,4,1,0.8
167524,1,1,0,1.0
167663,2,2,0,1.0
167861,3,2,1,0.6666666666666666
167962,2,0,2,0.0
167977,2,2,0,1.0
168193,5,4,1,0.8
168238,1,1,0,1.0
168282,1,0,1,0.0
168525,1,0,1,0.0
168557,2,0,2,0.0
168660,7,0,7,0.0
168843,4,4,0,1.0
169015,5,5,0,1.0
169104,1,1,0,1.0
169380,1,0,1,0.0
169500,4,0,4,0.0
169735,23,12,11,0.5217391304347826
169741,1,0,1,0.0
169880,1,0,1,0.0
169988,1,1,0,1.0
170083,6,1,5,0.16666666666666666
170093,1,1,0,1.0
170811,1,0,1,0.0
171008,2,2,0,1.0
171068,6,6,0,1.0
171083,1,1,0,1.0
171364,6,1,5,0.16666666666666666
171460,3,0,3,0.0
171611,1,1,0,1.0
171685,28,6,22,0.21428571428571427
171700,5,0,5,0.0
171772,1,0,1,0.0
171974,1,1,0,1.0
172154,4,3,1,0.75
172239,3,0,3,0.0
172278,1,1,0,1.0
172355,2,0,2,0.0
172420,7,7,0,1.0
172440,2,1,1,0.5
172532,2,2,0,1.0
172772,2,2,0,1.0
172836,9,9,0,1.0
172909,1,1,0,1.0
172941,5,4,1,0.8
172951,1,0,1,0.0
173112,3,2,1,0.6666666666666666
173175,1,0,1,0.0
173259,8,6,2,0.75
173364,1,0,1,0.0
173520,1,1,0,1.0
173578,1,1,0,1.0
173702,1,1,0,1.0
173805,1,1,0,1.0
173919,8,2,6,0.25
173984,1,0,1,0.0
173996,9,1,8,0.1111111111111111
174040,1,1,0,1.0
174068,12,1,11,0.08333333333333333
174372,1,1,0,1.0
174387,2,0,2,0.0
174400,7,1,6,0.14285714285714285
174422,1,1,0,1.0
174495,1,1,0,1.0
174626,1,0,1,0.0
174638,2,0,2,0.0
175030,1,1,0,1.0
175158,8,2,6,0.25
175164,1,0,1,0.0
175169,7,1,6,0.14285714285714285
175236,19,6,13,0.3157894736842105
175245,5,5,0,1.0
175278,5,3,2,0.6
175337,1,1,0,1.0
175516,1,1,0,1.0
175604,47,15,32,0.3191489361702128
175674,1,1,0,1.0
175697,3,3,0,1.0
176053,3,1,2,0.3333333333333333
176132,1,1,0,1.0
176207,70,69,1,0.9857142857142858
176213,2,2,0,1.0
176303,1,0,1,0.0
176348,5,2,3,0.4
176746,2,2,0,1.0
176863,2,0,2,0.0
176896,1,1,0,1.0
177104,2,2,0,1.0
177152,1,1,0,1.0
177411,3,0,3,0.0
177546,1,1,0,1.0
177642,1,1,0,1.0
177784,6,2,4,0.3333333333333333
177817,3,0,3,0.0
177821,1,1,0,1.0
